Hybrid_Schedule,Round,Configs,Epochs,Hit_Probability,Regret
Moderate_Linear,1,100,1,1.0,0.0
Moderate_Linear,2,80,10,0.4,0.002839
Moderate_Linear,3,60,30,1.0,0.0
Moderate_Linear,4,40,100,0.8,0.001032
Moderate_Linear,5,1,100,0.6,0.006194
Moderate_Standard,1,100,1,1.0,0.0
Moderate_Standard,2,50,10,0.4,0.002839
Moderate_Standard,3,25,30,0.6,0.002581
Moderate_Standard,4,12,100,0.8,0.00129
Moderate_Standard,5,1,100,0.4,0.009032
Moderate_Aggressive,1,100,1,1.0,0.0
Moderate_Aggressive,2,20,10,0.2,0.010065
Moderate_Aggressive,3,5,30,0.4,0.005161
Moderate_Aggressive,4,1,100,0.4,0.006452
Moderate_Gradual,1,100,1,1.0,0.0
Moderate_Gradual,2,90,10,0.8,0.000258
Moderate_Gradual,3,80,30,0.8,0.000258
Moderate_Gradual,4,70,100,1.0,0.0
Moderate_Gradual,5,1,100,0.0,0.018839
Moderate_TwoStage,1,100,1,1.0,0.0
Moderate_TwoStage,2,50,10,0.4,0.002839
Moderate_TwoStage,3,25,30,0.6,0.002581
Moderate_TwoStage,4,1,100,0.2,0.019355
Aggressive_Linear,1,100,1,1.0,0.0
Aggressive_Linear,2,80,20,0.4,0.001806
Aggressive_Linear,3,60,100,1.0,0.0
Aggressive_Linear,4,1,100,0.2,0.010581
Aggressive_Standard,1,100,1,1.0,0.0
Aggressive_Standard,2,50,20,0.4,0.001806
Aggressive_Standard,3,25,100,0.8,0.00129
Aggressive_Standard,4,1,100,0.4,0.006968
Aggressive_Aggressive,1,100,1,1.0,0.0
Aggressive_Aggressive,2,20,20,0.4,0.005677
Aggressive_Aggressive,3,5,100,0.6,0.004645
Aggressive_Aggressive,4,1,100,0.6,0.003355
Aggressive_Gradual,1,100,1,1.0,0.0
Aggressive_Gradual,2,90,20,0.8,0.00129
Aggressive_Gradual,3,80,100,1.0,0.0
Aggressive_Gradual,4,1,100,0.0,0.018839
Aggressive_TwoStage,1,100,1,1.0,0.0
Aggressive_TwoStage,2,50,20,0.4,0.001806
Aggressive_TwoStage,3,25,100,0.8,0.00129
Aggressive_TwoStage,4,1,100,0.4,0.006968
Conservative_Linear,1,100,5,1.0,0.0
Conservative_Linear,2,80,20,0.4,0.001806
Conservative_Linear,3,60,50,1.0,0.0
Conservative_Linear,4,40,75,0.8,0.00129
Conservative_Linear,5,20,100,0.8,0.00129
Conservative_Linear,6,1,100,0.2,0.010323
Conservative_Standard,1,100,5,1.0,0.0
Conservative_Standard,2,50,20,0.4,0.001806
Conservative_Standard,3,25,50,0.8,0.00129
Conservative_Standard,4,12,75,0.8,0.00129
Conservative_Standard,5,6,100,0.6,0.002581
Conservative_Standard,6,1,100,0.4,0.004129
Conservative_Aggressive,1,100,5,1.0,0.0
Conservative_Aggressive,2,20,20,0.4,0.005677
Conservative_Aggressive,3,5,50,0.6,0.003355
Conservative_Aggressive,4,1,75,0.6,0.003355
Conservative_Gradual,1,100,5,1.0,0.0
Conservative_Gradual,2,90,20,0.8,0.000258
Conservative_Gradual,3,80,50,1.0,0.0
Conservative_Gradual,4,70,75,1.0,0.0
Conservative_Gradual,5,60,100,1.0,0.0
Conservative_Gradual,6,1,100,0.2,0.010581
Conservative_TwoStage,1,100,5,1.0,0.0
Conservative_TwoStage,2,50,20,0.4,0.001806
Conservative_TwoStage,3,25,50,0.8,0.00129
Conservative_TwoStage,4,1,75,0.2,0.006968
VeryAggressive_Linear,1,100,1,1.0,0.0
VeryAggressive_Linear,2,80,50,1.0,0.0
VeryAggressive_Linear,3,60,100,1.0,0.0
VeryAggressive_Linear,4,1,100,0.2,0.010581
VeryAggressive_Standard,1,100,1,1.0,0.0
VeryAggressive_Standard,2,50,50,0.8,0.00129
VeryAggressive_Standard,3,25,100,0.8,0.00129
VeryAggressive_Standard,4,1,100,0.2,0.010581
VeryAggressive_Aggressive,1,100,1,1.0,0.0
VeryAggressive_Aggressive,2,20,50,0.6,0.005161
VeryAggressive_Aggressive,3,5,100,0.6,0.003871
VeryAggressive_Aggressive,4,1,100,0.4,0.004129
VeryAggressive_Gradual,1,100,1,1.0,0.0
VeryAggressive_Gradual,2,90,50,1.0,0.0
VeryAggressive_Gradual,3,80,100,1.0,0.0
