Hybrid_Schedule,Round,Configs,Epochs,Hit_Probability,Regret
Aggressive_TwoStage,2,50,20,0.6,0.00125
Aggressive_TwoStage,3,25,100,1.0,0.0
Aggressive_TwoStage,4,1,100,0.4,0.015
Conservative_Linear,1,100,5,1.0,0.0
Conservative_Linear,2,80,20,0.6,0.0005
Conservative_Linear,3,60,50,1.0,0.0
Conservative_Linear,4,40,75,1.0,0.0
Conservative_Linear,5,20,100,0.8,0.00025
Conservative_Linear,6,1,100,0.4,0.0155
Conservative_Standard,1,100,5,1.0,0.0
Conservative_Standard,2,50,20,0.6,0.00125
Conservative_Standard,3,25,50,1.0,0.0
Conservative_Standard,4,12,75,0.8,0.00125
Conservative_Standard,5,6,100,0.8,0.00125
Conservative_Standard,6,1,100,0.0,0.007
Conservative_Aggressive,1,100,5,1.0,0.0
Conservative_Aggressive,2,20,20,0.4,0.0095
Conservative_Aggressive,3,5,50,0.6,0.0015
Conservative_Aggressive,4,1,75,0.2,0.009
Conservative_Gradual,1,100,5,1.0,0.0
Conservative_Gradual,2,90,20,0.8,0.00025
Conservative_Gradual,3,80,50,1.0,0.0
Conservative_Gradual,4,70,75,1.0,0.0
Conservative_Gradual,5,60,100,1.0,0.0
Conservative_Gradual,6,1,100,0.4,0.0155
Conservative_TwoStage,1,100,5,1.0,0.0
Conservative_TwoStage,2,50,20,0.6,0.00125
Conservative_TwoStage,3,25,50,1.0,0.0
Conservative_TwoStage,4,1,75,0.2,0.012
VeryAggressive_Linear,1,100,1,1.0,0.0
VeryAggressive_Linear,2,80,50,1.0,0.0
VeryAggressive_Linear,3,60,100,1.0,0.0
VeryAggressive_Linear,4,1,100,0.4,0.0155
VeryAggressive_Standard,1,100,1,1.0,0.0
VeryAggressive_Standard,2,50,50,0.8,0.00025
VeryAggressive_Standard,3,25,100,0.8,0.00025
VeryAggressive_Standard,4,1,100,0.4,0.011
VeryAggressive_Aggressive,1,100,1,1.0,0.0
VeryAggressive_Aggressive,2,20,50,0.6,0.0005
VeryAggressive_Aggressive,3,5,100,0.6,0.0005
VeryAggressive_Aggressive,4,1,100,0.4,0.003
VeryAggressive_Gradual,1,100,1,1.0,0.0
VeryAggressive_Gradual,2,90,50,1.0,0.0
VeryAggressive_Gradual,3,80,100,1.0,0.0
VeryAggressive_Gradual,4,1,100,0.4,0.011
VeryAggressive_TwoStage,1,100,1,1.0,0.0
VeryAggressive_TwoStage,2,50,50,0.8,0.00025
VeryAggressive_TwoStage,3,25,100,0.8,0.00025
VeryAggressive_TwoStage,4,1,100,0.4,0.011
Standard_Linear,1,100,1,1.0,0.0
Standard_Linear,2,80,5,0.4,0.00075
Standard_Linear,3,60,15,0.8,0.00075
Standard_Linear,4,40,30,0.8,0.00075
Standard_Linear,5,20,50,0.8,0.00075
Standard_Linear,6,1,70,0.0,0.018
Standard_Standard,1,100,1,1.0,0.0
Standard_Standard,2,50,5,0.2,0.001
Standard_Standard,3,25,15,0.8,0.00075
Standard_Standard,4,12,30,0.8,0.00075
Standard_Standard,5,6,50,0.6,0.0015
Standard_Standard,6,3,70,0.6,0.0015
Standard_Standard,7,1,100,0.0,0.00975
Standard_Aggressive,1,100,1,1.0,0.0
Standard_Aggressive,2,20,5,0.0,0.013
Standard_Aggressive,3,5,15,0.2,0.0305
Standard_Aggressive,4,1,30,0.8,0.003
Standard_Gradual,1,100,1,1.0,0.0
Standard_Gradual,2,90,5,0.4,0.00075
Standard_Gradual,3,80,15,1.0,0.0
Standard_Gradual,4,70,30,1.0,0.0
Standard_Gradual,5,60,50,1.0,0.0
Standard_Gradual,6,50,70,1.0,0.0
Standard_Gradual,7,40,100,1.0,0.0
Standard_Gradual,8,1,100,0.4,0.015
Standard_TwoStage,1,100,1,1.0,0.0
Standard_TwoStage,2,50,5,0.2,0.001
Standard_TwoStage,3,25,15,0.8,0.00075
Standard_TwoStage,4,1,30,0.0,0.03425
